booking_id,customer_id,status,check_in,check_out,no_of_rooms,hotel_id,,amount,discount,date_of_booking
341,137366,Stayed,2022-01-22,2022-01-23,1,296,,3314,842,2022-01-22
944,140493,No Show,2022-01-22,2022-01-23,1,162,,2659,562,2022-01-22
945,140493,No Show,2022-01-22,2022-01-23,2,162,,5317,1125,2022-01-22
914,141064,Cancelled,2022-01-23,2022-01-24,1,59,,2209,468,2022-01-22
154,155955,Cancelled,2022-01-22,2022-01-23,1,874,,1884,479,2022-01-22
256,163562,Stayed,2022-01-26,2022-01-27,1,883,,3588,759,2022-01-22
547,165031,Stayed,2022-01-22,2022-01-23,1,13,,1819,385,2022-01-22
750,195338,Stayed,2022-01-23,2022-01-24,1,522,,2144,453,2022-01-22
160,197635,Stayed,2022-01-23,2022-01-25,1,408,,3897,857,2022-01-22
452,198590,Stayed,2022-01-22,2022-01-23,1,74,,2144,453,2022-01-22
66,6014,Stayed,2022-01-24,2022-01-25,1,402,,1754,446,2022-01-23
395,7971,Cancelled,2022-01-24,2022-01-25,1,350,,2859,605,2022-01-23
678,9671,Stayed,2022-01-25,2022-01-27,1,77,,4324,915,2022-01-23
323,13209,Cancelled,2022-01-24,2022-01-25,1,817,,4939,1045,2022-01-23
88,13402,Stayed,2022-01-24,2022-01-26,1,382,,6562,1665,2022-01-23
521,21854,Cancelled,2022-01-28,2022-01-29,1,305,,2339,495,2022-01-23
645,25479,Cancelled,2022-01-23,2022-01-24,1,50,,2729,578,2022-01-23
167,26072,Stayed,2022-01-23,2022-01-25,1,353,,3897,857,2022-01-23
417,30995,Cancelled,2022-01-27,2022-01-28,1,380,,2404,611,2022-01-23
22,42387,Stayed,2022-01-24,2022-01-25,1,88,,2474,524,2022-01-23
631,52787,Stayed,2022-01-24,2022-01-25,1,346,,1754,446,2022-01-23
772,66828,Cancelled,2022-02-20,2022-02-21,1,998,,4744,1205,2022-01-23
85,69750,Cancelled,2022-01-24,2022-01-25,1,56,,3314,701,2022-01-23
774,72025,Stayed,2022-01-23,2022-01-24,1,877,,2534,536,2022-01-23
543,78628,Stayed,2022-01-23,2022-01-24,1,449,,2206,466,2022-01-23
721,78900,Stayed,2022-01-23,2022-01-24,1,417,,2133,451,2022-01-23
79,83841,Stayed,2022-01-25,2022-01-27,1,245,,4131,1048,2022-01-23
106,83841,Cancelled,2022-01-25,2022-01-30,1,161,,8964,1896,2022-01-23
316,83896,Stayed,2022-01-25,2022-01-26,1,428,,5849,1238,2022-01-23
142,92482,Stayed,2022-01-23,2022-01-24,1,251,,2404,508,2022-01-23
687,101625,Stayed,2022-01-23,2022-01-24,1,364,,1819,385,2022-01-23
237,133250,Stayed,2022-01-24,2022-01-25,1,315,,3054,646,2022-01-23
630,150771,Cancelled,2022-01-26,2022-01-27,1,346,,2599,550,2022-01-23
794,153931,Cancelled,2022-01-24,2022-01-25,1,704,,2079,440,2022-01-23
817,158040,Cancelled,2022-01-29,2022-01-30,2,665,,6107,1343,2022-01-23
6,170766,Cancelled,2022-01-26,2022-01-29,1,252,,9614,2441,2022-01-23
326,172055,Stayed,2022-01-23,2022-01-24,1,439,,3509,743,2022-01-23
950,173243,Cancelled,2022-02-02,2022-02-03,1,203,,3184,1045,2022-01-23
714,189769,Stayed,2022-01-23,2022-01-27,1,417,,9365,1981,2022-01-23
103,190136,Cancelled,2022-01-25,2022-01-26,1,86,,1606,340,2022-01-23
247,194263,Stayed,2022-01-23,2022-01-24,1,557,,2079,440,2022-01-23
661,220,Cancelled,2022-01-25,2022-01-26,1,241,,1689,358,2022-01-24
644,4043,Cancelled,2022-01-25,2022-01-26,1,50,,2729,578,2022-01-24
556,7970,Stayed,2022-01-25,2022-01-26,1,207,,1819,385,2022-01-24
498,9133,Cancelled,2022-01-26,2022-01-27,1,33,,2404,508,2022-01-24
163,11342,Cancelled,2022-01-26,2022-01-29,1,554,,7925,1676,2022-01-24
537,16287,Stayed,2022-01-24,2022-01-25,1,449,,2192,464,2022-01-24
535,19130,Stayed,2022-01-24,2022-01-26,1,449,,3812,838,2022-01-24
533,22963,Stayed,2022-01-25,2022-01-26,1,463,,2014,426,2022-01-24
897,23705,Stayed,2022-01-24,2022-01-26,1,325,,7472,1581,2022-01-24
841,27291,Stayed,2022-01-24,2022-01-25,1,373,,2729,578,2022-01-24
221,29684,Cancelled,2022-01-28,2022-01-29,1,299,,5134,1086,2022-01-24
112,32390,Stayed,2022-01-27,2022-01-30,1,760,,13256,2916,2022-01-24
122,38109,Cancelled,2022-01-24,2022-01-25,1,154,,1212,308,2022-01-24
258,40182,Stayed,2022-01-24,2022-01-25,1,883,,3588,759,2022-01-24
156,42304,Cancelled,2022-01-26,2022-01-29,1,244,,7406,1566,2022-01-24
626,42741,Stayed,2022-01-25,2022-01-27,1,346,,5132,1086,2022-01-24
632,42741,Cancelled,2022-01-25,2022-01-26,1,346,,2534,536,2022-01-24
555,60132,Stayed,2022-01-25,2022-01-26,2,207,,4157,1055,2022-01-24
144,65660,Stayed,2022-01-25,2022-01-26,1,975,,1689,372,2022-01-24
883,97046,Cancelled,2022-03-10,2022-03-11,1,188,,3184,673,2022-01-24
677,97164,Stayed,2022-01-26,2022-01-27,1,77,,2276,482,2022-01-24
143,133399,Stayed,2022-01-25,2022-01-29,1,975,,9292,2044,2022-01-24
790,134588,No Show,2022-01-24,2022-01-25,1,979,,2989,759,2022-01-24
176,137492,Stayed,2022-01-24,2022-01-25,1,820,,2339,495,2022-01-24
863,151818,Stayed,2022-01-25,2022-01-26,1,226,,2274,0,2022-01-24
581,165303,Stayed,2022-01-24,2022-01-25,1,16,,2599,550,2022-01-24
7,182276,Stayed,2022-01-24,2022-01-25,1,252,,1980,436,2022-01-24
141,197674,Cancelled,2022-01-26,2022-01-27,1,251,,2794,591,2022-01-24
660,220,Stayed,2022-01-25,2022-01-26,1,241,,1754,371,2022-01-25
546,765,Stayed,2022-01-26,2022-01-27,1,13,,1949,578,2022-01-25
500,1864,Stayed,2022-01-25,2022-01-26,1,33,,1754,371,2022-01-25
356,2827,Stayed,2022-02-08,2022-02-10,1,93,,4157,880,2022-01-25
962,3424,Stayed,2022-01-25,2022-01-26,1,574,,2599,550,2022-01-25
273,3585,Cancelled,2022-01-27,2022-01-28,1,473,,2729,578,2022-01-25
285,19017,Stayed,2022-01-25,2022-01-26,1,397,,4289,908,2022-01-25
254,19531,Cancelled,2022-01-26,2022-01-28,1,132,,10787,2738,2022-01-25
201,29563,Stayed,2022-02-27,2022-03-03,1,627,,6776,1433,2022-01-25
668,29627,No Show,2022-01-25,2022-01-26,1,239,,2053,435,2022-01-25
669,29627,No Show,2022-01-25,2022-01-26,1,239,,2053,435,2022-01-25
670,29627,Stayed,2022-01-25,2022-01-26,1,239,,2053,435,2022-01-25
220,29684,Cancelled,2022-01-28,2022-01-29,1,299,,4484,948,2022-01-25
659,30999,Stayed,2022-01-27,2022-01-28,1,241,,1949,413,2022-01-25
253,34712,Stayed,2022-01-25,2022-01-26,1,132,,3899,825,2022-01-25
595,44291,Cancelled,2022-01-25,2022-01-26,1,399,,2144,545,2022-01-25
629,44291,Cancelled,2022-01-25,2022-01-26,1,346,,1754,446,2022-01-25
348,45412,Cancelled,2022-01-25,2022-01-26,1,331,,2534,536,2022-01-25
300,48615,Stayed,2022-02-04,2022-02-05,1,73,,3314,701,2022-01-25
536,50869,Cancelled,2022-01-26,2022-01-27,1,449,,2192,464,2022-01-25
3,55271,Stayed,2022-01-25,2022-01-26,1,252,,2188,463,2022-01-25
51,71382,Stayed,2022-01-31,2022-02-02,1,486,,4872,1071,2022-01-25
676,75928,Cancelled,2022-01-28,2022-01-29,1,77,,2387,505,2022-01-25
114,85555,Cancelled,2022-02-11,2022-02-19,1,597,,22870,5031,2022-01-25
126,91702,Stayed,2022-01-26,2022-01-27,1,84,,2794,591,2022-01-25
628,106973,Cancelled,2022-01-25,2022-01-26,1,346,,2209,486,2022-01-25
99,107105,Stayed,2022-01-26,2022-01-28,1,86,,4488,1140,2022-01-25
331,111098,Stayed,2022-01-25,2022-01-26,1,301,,2664,563,2022-01-25
9,122584,Stayed,2022-02-06,2022-02-08,1,571,,10397,2200,2022-01-25
70,130034,Cancelled,2022-02-07,2022-02-09,1,107,,7797,1979,2022-01-25
211,137078,Cancelled,2022-01-31,2022-02-02,1,359,,4742,1043,2022-01-25
625,150771,Cancelled,2022-02-02,2022-02-03,1,346,,2274,481,2022-01-25
276,160469,Cancelled,2022-01-25,2022-01-26,1,473,,2014,853,2022-01-25
5,170766,Cancelled,2022-01-26,2022-01-28,1,252,,6107,1293,2022-01-25
865,179662,Cancelled,2022-02-03,2022-02-04,1,540,,3964,872,2022-01-25
389,179988,Cancelled,2022-02-08,2022-02-09,1,114,,5654,1196,2022-01-25
215,181249,Stayed,2022-01-25,2022-01-26,1,220,,1429,303,2022-01-25
274,182493,No Show,2022-01-26,2022-01-27,1,473,,2469,523,2022-01-25
815,183351,Stayed,2022-01-25,2022-01-26,4,862,,8528,1877,2022-01-25
734,189288,Stayed,2022-01-25,2022-01-26,1,365,,1559,0,2022-01-25
140,197674,Stayed,2022-01-26,2022-01-27,1,251,,2469,523,2022-01-25
861,2202,Stayed,2022-02-17,2022-02-19,1,226,,6367,0,2022-01-26
862,2202,Stayed,2022-02-18,2022-02-19,3,226,,9551,0,2022-01-26
497,7731,Cancelled,2022-01-29,2022-01-30,1,33,,1949,413,2022-01-26
554,10453,Stayed,2022-01-26,2022-01-28,1,207,,3637,800,2022-01-26
162,11342,Stayed,2022-01-26,2022-01-28,1,554,,5067,1073,2022-01-26
492,14601,Stayed,2022-02-04,2022-02-05,1,33,,1949,413,2022-01-26
757,16566,Cancelled,2022-01-28,2022-01-31,1,323,,6755,1429,2022-01-26
49,17344,Stayed,2022-02-09,2022-02-11,1,486,,4352,921,2022-01-26
709,18226,Cancelled,2022-01-26,2022-01-30,1,448,,10135,2144,2022-01-26
496,19536,Stayed,2022-01-27,2022-01-28,1,33,,2404,508,2022-01-26
758,26820,No Show,2022-01-26,2022-01-27,1,323,,2274,481,2022-01-26
576,32837,No Show,2022-01-26,2022-01-27,1,629,,2144,453,2022-01-26
347,45412,Stayed,2022-01-26,2022-01-27,1,331,,2794,591,2022-01-26
450,55143,Stayed,2022-01-26,2022-01-27,1,74,,2924,618,2022-01-26
499,61311,Cancelled,2022-01-26,2022-01-27,1,33,,2404,508,2022-01-26
826,63819,Cancelled,2022-01-27,2022-01-29,1,932,,4547,963,2022-01-26
911,67743,Cancelled,2022-01-27,2022-01-28,1,59,,2144,545,2022-01-26
65,78645,Cancelled,2022-02-28,2022-03-01,1,402,,2469,523,2022-01-26
36,78646,Stayed,2022-01-27,2022-01-28,1,232,,2903,614,2022-01-26
851,82240,Cancelled,2022-02-01,2022-02-04,1,235,,10397,2200,2022-01-26
407,85351,Stayed,2022-01-27,2022-01-29,1,960,,3684,811,2022-01-26
848,87662,Stayed,2022-02-17,2022-02-19,1,750,,5977,1517,2022-01-26
275,100201,Cancelled,2022-01-26,2022-01-27,1,473,,2014,426,2022-01-26
80,101925,Cancelled,2022-01-28,2022-02-03,1,245,,12667,2680,2022-01-26
932,108885,No Show,2022-01-28,2022-01-29,1,162,,3563,754,2022-01-26
610,127446,Stayed,2022-01-26,2022-01-27,1,653,,2599,660,2022-01-26
769,137548,Stayed,2022-01-27,2022-01-28,1,505,,2469,543,2022-01-26
902,137974,Stayed,2022-01-26,2022-01-27,1,261,,2144,453,2022-01-26
627,150771,Stayed,2022-01-26,2022-01-27,1,346,,2274,481,2022-01-26
383,155124,No Show,2022-01-26,2022-01-28,1,135,,5587,1183,2022-01-26
384,155124,Cancelled,2022-01-27,2022-01-28,1,135,,3054,776,2022-01-26
390,155124,Cancelled,2022-01-26,2022-01-27,1,114,,3639,924,2022-01-26
307,158276,Stayed,2022-01-27,2022-01-28,1,229,,4549,963,2022-01-26
854,162220,Stayed,2022-01-26,2022-01-27,1,235,,3985,1012,2022-01-26
823,168301,Stayed,2022-01-26,2022-01-27,1,514,,2404,508,2022-01-26
4,170766,Cancelled,2022-01-26,2022-01-27,1,252,,3054,646,2022-01-26
219,6513,Stayed,2022-01-27,2022-01-28,1,299,,2924,618,2022-01-27
322,7971,Cancelled,2022-01-27,2022-01-28,1,357,,3574,756,2022-01-27
325,7971,Stayed,2022-01-27,2022-01-28,1,439,,3314,701,2022-01-27
708,8244,Stayed,2022-01-27,2022-01-28,1,448,,1949,495,2022-01-27
473,13951,Stayed,2022-01-28,2022-01-29,1,29,,2014,426,2022-01-27
587,17641,Stayed,2022-01-29,2022-01-30,1,955,,1884,415,2022-01-27
393,21595,Stayed,2022-01-27,2022-01-28,1,350,,2729,578,2022-01-27
394,21595,Stayed,2022-01-27,2022-01-28,1,350,,2729,693,2022-01-27
346,30671,Cancelled,2022-01-27,2022-01-28,1,314,,2209,468,2022-01-27
590,33493,No Show,2022-01-27,2022-01-28,1,515,,2599,550,2022-01-27
90,35729,Cancelled,2022-01-27,2022-01-28,1,944,,2023,428,2022-01-27
91,35729,Cancelled,2022-01-27,2022-01-28,1,944,,2509,531,2022-01-27
957,38870,Cancelled,2022-01-27,2022-01-28,1,651,,2924,618,2022-01-27
873,43903,Cancelled,2022-01-27,2022-01-28,1,885,,1494,329,2022-01-27
766,46167,Cancelled,2022-02-26,2022-02-28,1,996,,6757,1430,2022-01-27
2,46268,Cancelled,2022-01-27,2022-01-28,1,252,,1893,481,2022-01-27
449,55143,Cancelled,2022-01-27,2022-01-28,1,74,,3379,715,2022-01-27
983,56694,Cancelled,2022-01-27,2022-01-28,1,677,,2339,495,2022-01-27
853,59546,Stayed,2022-01-27,2022-01-28,1,235,,2995,634,2022-01-27
829,63819,Stayed,2022-01-27,2022-01-29,1,124,,4402,968,2022-01-27
178,67129,Stayed,2022-03-08,2022-03-12,1,691,,7618,1612,2022-01-27
317,68866,Cancelled,2022-03-03,2022-03-04,1,99,,6824,1733,2022-01-27
767,69366,No Show,2022-01-27,2022-01-28,2,706,,5522,1401,2022-01-27
609,74860,Cancelled,2022-01-30,2022-01-31,1,653,,2729,578,2022-01-27
461,107073,Cancelled,2022-01-28,2022-01-29,1,178,,2599,550,2022-01-27
374,130844,Cancelled,2022-01-28,2022-01-29,1,716,,3704,815,2022-01-27
814,133215,Cancelled,2022-01-28,2022-01-30,1,724,,5457,1155,2022-01-27
930,140493,No Show,2022-01-31,2022-02-01,2,162,,4446,941,2022-01-27
931,140493,No Show,2022-01-31,2022-02-01,2,162,,4446,941,2022-01-27
791,155740,Cancelled,2022-01-27,2022-01-28,1,342,,3769,798,2022-01-27
552,165031,Stayed,2022-01-28,2022-01-29,1,13,,1949,413,2022-01-27
822,168301,Stayed,2022-01-27,2022-01-28,1,514,,2404,508,2022-01-27
50,171463,Stayed,2022-02-01,2022-02-04,1,486,,7016,1484,2022-01-27
929,173243,Cancelled,2022-02-02,2022-02-03,1,162,,2172,477,2022-01-27
933,173243,Cancelled,2022-02-16,2022-02-17,1,162,,3424,725,2022-01-27
208,177755,Stayed,2022-01-27,2022-01-28,1,635,,2209,468,2022-01-27
960,180029,Stayed,2022-01-27,2022-01-28,1,574,,2404,508,2022-01-27
467,180948,Stayed,2022-01-27,2022-01-28,1,21,,1559,330,2022-01-27
520,181839,Stayed,2022-01-27,2022-01-28,1,305,,1949,413,2022-01-27
959,192084,Cancelled,2022-01-28,2022-01-29,1,574,,3054,646,2022-01-27
961,192084,Cancelled,2022-01-27,2022-01-28,1,574,,2404,508,2022-01-27
705,193136,Cancelled,2022-01-28,2022-01-29,1,448,,2469,523,2022-01-27
291,14120,Stayed,2022-01-28,2022-01-29,1,170,,2274,481,2022-01-28
480,15900,Cancelled,2022-01-29,2022-01-30,1,3,,2014,426,2022-01-28
448,20408,Stayed,2022-01-29,2022-01-30,1,74,,2534,558,2022-01-28
589,23503,Stayed,2022-01-28,2022-01-29,1,515,,2859,605,2022-01-28
218,29684,Stayed,2022-01-28,2022-01-29,1,299,,3769,798,2022-01-28
852,59546,Stayed,2022-01-28,2022-01-29,1,235,,3466,734,2022-01-28
213,61768,Stayed,2022-01-28,2022-01-29,1,842,,2205,485,2022-01-28
214,61768,Cancelled,2022-01-28,2022-01-29,1,842,,2014,443,2022-01-28
494,71170,Stayed,2022-01-29,2022-01-31,1,33,,2987,758,2022-01-28
1000,71428,Stayed,2022-01-28,2022-01-29,1,736,,3899,825,2022-01-28
608,74860,Stayed,2022-01-30,2022-01-31,1,653,,2274,481,2022-01-28
44,78914,Stayed,2022-01-31,2022-02-01,1,401,,2209,468,2022-01-28
843,89579,Cancelled,2022-01-28,2022-01-31,1,926,,12281,2598,2022-01-28
840,101548,Stayed,2022-01-28,2022-01-29,1,373,,2404,508,2022-01-28
534,107073,Stayed,2022-01-28,2022-01-29,1,449,,2817,596,2022-01-28
217,119565,Stayed,2022-01-28,2022-01-29,1,299,,3444,728,2022-01-28
787,136170,Stayed,2022-01-28,2022-01-29,1,703,,3184,701,2022-01-28
765,141740,Cancelled,2022-01-28,2022-01-29,1,483,,2404,508,2022-01-28
925,151754,Stayed,2022-01-28,2022-01-29,1,324,,1884,398,2022-01-28
988,164983,Stayed,2022-01-28,2022-01-29,1,594,,2785,590,2022-01-28
10,170174,Cancelled,2022-02-14,2022-02-16,1,571,,8967,1898,2022-01-28
994,170174,Cancelled,2022-02-05,2022-02-06,1,751,,5069,1073,2022-01-28
324,172055,Stayed,2022-01-28,2022-01-29,1,439,,3964,838,2022-01-28
658,191472,Cancelled,2022-01-29,2022-01-30,1,241,,1689,358,2022-01-28
553,10453,Stayed,2022-02-08,2022-02-09,1,207,,1754,386,2022-01-29
713,15900,Stayed,2022-01-29,2022-01-30,1,417,,1732,366,2022-01-29
866,21716,Cancelled,2022-02-14,2022-02-15,1,267,,5719,1210,2022-01-29
869,21716,Stayed,2022-02-09,2022-02-10,1,267,,5589,1183,2022-01-29
951,31449,Stayed,2022-01-29,2022-01-30,1,203,,2469,523,2022-01-29
335,60460,Cancelled,2022-01-29,2022-01-30,1,301,,2404,529,2022-01-29
748,62098,Stayed,2022-01-30,2022-01-31,1,522,,2144,545,2022-01-29
559,63947,No Show,2022-01-30,2022-01-31,1,207,,1494,316,2022-01-29
137,72648,Stayed,2022-01-31,2022-02-01,1,612,,1949,413,2022-01-29
839,73042,Stayed,2022-02-05,2022-02-07,1,919,,3897,825,2022-01-29
406,101548,Cancelled,2022-01-29,2022-01-30,1,960,,1560,330,2022-01-29
986,106210,Stayed,2022-02-01,2022-02-02,1,594,,2673,589,2022-01-29
910,137974,Stayed,2022-01-29,2022-01-30,1,59,,2079,440,2022-01-29
891,142265,Cancelled,2022-01-29,2022-01-30,1,68,,2989,759,2022-01-29
385,150731,Cancelled,2022-02-23,2022-02-26,2,129,,26512,6730,2022-01-29
466,162890,Stayed,2022-02-04,2022-02-05,1,21,,2469,523,2022-01-29
712,162896,Stayed,2022-02-13,2022-02-14,2,417,,3463,762,2022-01-29
330,171359,Stayed,2022-01-30,2022-01-31,1,301,,2404,508,2022-01-29
820,177898,Stayed,2022-01-29,2022-01-30,1,514,,2339,495,2022-01-29
821,177898,Cancelled,2022-01-29,2022-01-30,1,514,,2339,495,2022-01-29
193,189029,Cancelled,2022-01-30,2022-02-04,1,978,,29049,6145,2022-01-29
169,192648,Cancelled,2022-01-30,2022-01-31,1,757,,3336,706,2022-01-29
527,4595,Stayed,2022-02-01,2022-02-02,1,37,,2339,495,2022-01-30
181,8240,Stayed,2022-01-31,2022-02-13,1,691,,28882,6109,2022-01-30
528,8861,Stayed,2022-01-30,2022-01-31,1,37,,2144,453,2022-01-30
121,13793,Stayed,2022-01-30,2022-01-31,1,154,,2339,495,2022-01-30
444,14778,Cancelled,2022-03-03,2022-03-05,1,378,,11307,2393,2022-01-30
373,15300,Cancelled,2022-01-30,2022-01-31,1,716,,3119,686,2022-01-30
493,19536,Cancelled,2022-02-01,2022-02-02,1,33,,1949,413,2022-01-30
579,22963,Cancelled,2022-01-30,2022-01-31,1,440,,2079,440,2022-01-30
89,31960,Stayed,2022-01-30,2022-02-02,1,944,,7180,1519,2022-01-30
813,32986,Stayed,2022-01-31,2022-02-01,1,724,,1559,343,2022-01-30
900,36718,Cancelled,2022-01-31,2022-02-01,1,111,,2794,615,2022-01-30
909,37981,Stayed,2022-01-30,2022-01-31,1,59,,1754,386,2022-01-30
203,54558,Stayed,2022-01-31,2022-02-01,1,219,,1689,358,2022-01-30
584,59877,Stayed,2022-02-01,2022-02-02,1,955,,2209,468,2022-01-30
447,69450,Cancelled,2022-01-31,2022-02-01,1,74,,1949,413,2022-01-30
233,94377,Stayed,2022-01-30,2022-01-31,1,315,,3576,787,2022-01-30
686,99396,Stayed,2022-02-01,2022-02-02,1,364,,2144,453,2022-01-30
234,112615,Stayed,2022-01-30,2022-01-31,1,315,,2426,514,2022-01-30
235,112615,Stayed,2022-01-30,2022-01-31,1,315,,3110,658,2022-01-30
236,112615,Cancelled,2022-01-30,2022-01-31,2,315,,6219,1316,2022-01-30
666,114316,Cancelled,2022-02-13,2022-02-14,1,310,,2534,536,2022-01-30
667,114316,Cancelled,2022-02-08,2022-02-09,1,310,,2274,481,2022-01-30
315,114763,Cancelled,2022-01-30,2022-01-31,1,427,,4614,1172,2022-01-30
818,121598,Stayed,2022-02-04,2022-02-06,1,192,,6562,1388,2022-01-30
423,126315,Stayed,2022-02-07,2022-02-10,2,391,,16372,3601,2022-01-30
987,133740,Stayed,2022-01-30,2022-02-02,1,594,,8206,0,2022-01-30
427,136431,Cancelled,2022-01-30,2022-01-31,1,62,,1949,413,2022-01-30
183,137438,Cancelled,2022-01-30,2022-02-01,2,691,,6698,1474,2022-01-30
216,139865,Cancelled,2022-01-31,2022-02-01,1,299,,2664,563,2022-01-30
479,151220,Stayed,2022-01-30,2022-01-31,2,3,,3897,989,2022-01-30
440,166643,Cancelled,2022-01-30,2022-01-31,1,233,,2664,586,2022-01-30
318,186429,Cancelled,2022-01-30,2022-01-31,1,99,,3964,838,2022-01-30
125,195339,No Show,2022-02-03,2022-02-04,1,84,,1819,385,2022-01-30
19,3452,Stayed,2022-02-10,2022-02-12,1,88,,5977,1265,2022-01-31
272,12255,Cancelled,2022-02-23,2022-02-26,1,473,,7601,1608,2022-01-31
747,18009,Cancelled,2022-01-31,2022-02-01,1,522,,2014,426,2022-01-31
77,26179,Stayed,2022-02-03,2022-02-04,1,245,,2101,444,2022-01-31
616,36818,Stayed,2022-02-01,2022-02-02,2,653,,4417,935,2022-01-31
926,44199,Cancelled,2022-02-01,2022-02-02,1,217,,2274,578,2022-01-31
981,55090,Stayed,2022-01-31,2022-02-01,1,677,,1949,495,2022-01-31
979,61254,Stayed,2022-01-31,2022-02-01,1,677,,1949,413,2022-01-31
446,69450,Cancelled,2022-01-31,2022-02-01,1,74,,2209,468,2022-01-31
921,71704,Stayed,2022-01-31,2022-02-01,1,670,,1754,371,2022-01-31
96,71800,Cancelled,2022-02-01,2022-02-02,1,86,,1594,338,2022-01-31
340,90625,Stayed,2022-01-31,2022-02-01,1,296,,2079,458,2022-01-31
32,98294,Stayed,2022-01-31,2022-02-01,1,859,,1949,413,2022-01-31
958,100536,Cancelled,2022-01-31,2022-02-01,1,574,,2404,508,2022-01-31
812,100836,Cancelled,2022-02-02,2022-02-04,1,724,,3637,770,2022-01-31
180,100962,Cancelled,2022-02-02,2022-02-03,1,691,,2094,443,2022-01-31
405,101548,Cancelled,2022-01-31,2022-02-01,1,960,,1560,330,2022-01-31
884,106210,Cancelled,2022-02-02,2022-02-03,1,188,,2664,586,2022-01-31
598,108360,Stayed,2022-02-02,2022-02-03,1,848,,2534,536,2022-01-31
599,108360,Cancelled,2022-02-01,2022-02-02,1,848,,2534,536,2022-01-31
773,109945,Cancelled,2022-02-01,2022-02-03,1,998,,7082,1498,2022-01-31
439,122587,Stayed,2022-01-31,2022-02-01,1,233,,1949,413,2022-01-31
329,134413,Cancelled,2022-02-01,2022-02-02,1,301,,3054,776,2022-01-31
175,137492,Stayed,2022-01-31,2022-02-01,1,820,,2079,440,2022-01-31
179,140961,Stayed,2022-01-31,2022-02-01,1,691,,2391,607,2022-01-31
182,140961,Cancelled,2022-01-31,2022-02-01,1,691,,2391,506,2022-01-31
420,144450,Stayed,2022-02-10,2022-02-11,1,396,,3509,743,2022-01-31
472,155186,Stayed,2022-02-02,2022-02-03,1,29,,1884,398,2022-01-31
908,179812,Stayed,2022-02-02,2022-02-03,1,59,,1819,440,2022-01-31
222,183919,Stayed,2022-01-31,2022-02-01,1,299,,2664,586,2022-01-31
842,185389,Stayed,2022-01-31,2022-02-01,1,886,,3054,646,2022-01-31
1,189314,Cancelled,2022-02-04,2022-02-05,1,252,,3160,669,2022-01-31
878,194812,Cancelled,2022-02-06,2022-02-08,1,800,,6822,1500,2022-01-31
1520,13378,Stayed,2022-02-02,2022-02-03,1,523,,2404,508,2022-02-01
1130,16603,Cancelled,2022-02-01,2022-02-02,1,894,,3314,842,2022-02-01
1122,26389,Stayed,2022-02-01,2022-02-02,1,154,,2534,536,2022-02-01
1260,43107,Stayed,2022-02-01,2022-02-02,1,99,,4549,963,2022-02-01
1286,45412,Stayed,2022-02-01,2022-02-02,1,331,,2274,481,2022-02-01
1897,52680,Stayed,2022-02-02,2022-02-07,1,411,,19234,4069,2022-02-01
1548,56894,Stayed,2022-02-01,2022-02-02,1,653,,2599,550,2022-02-01
1866,58187,Stayed,2022-02-03,2022-02-04,1,677,,2014,426,2022-02-01
1671,61550,Cancelled,2022-02-04,2022-02-06,1,996,,6627,1403,2022-02-01
1421,61890,Stayed,2022-02-01,2022-02-02,1,3,,1884,415,2022-02-01
1101,71800,Stayed,2022-02-02,2022-02-03,1,86,,1386,294,2022-02-01
1864,72253,Cancelled,2022-02-13,2022-02-14,1,677,,2599,550,2022-02-01
1133,72648,Stayed,2022-02-01,2022-02-02,1,612,,2209,468,2022-02-01
1248,74343,Cancelled,2022-02-01,2022-02-02,1,473,,2404,508,2022-02-01
1627,85412,Stayed,2022-02-01,2022-02-02,1,58,,2599,550,2022-02-01
1637,86889,Cancelled,2022-02-18,2022-02-19,1,417,,1732,366,2022-02-01
1287,90625,Stayed,2022-02-01,2022-02-02,1,331,,2404,529,2022-02-01
1329,94413,Stayed,2022-02-02,2022-02-03,1,147,,3184,673,2022-02-01
1784,106210,No Show,2022-02-01,2022-02-02,1,188,,2664,586,2022-02-01
1098,128997,Stayed,2022-02-04,2022-02-06,1,86,,3819,809,2022-02-01
1890,139865,Stayed,2022-02-01,2022-02-04,1,850,,14555,3079,2022-02-01
1165,140961,Cancelled,2022-03-01,2022-03-02,1,691,,1905,403,2022-02-01
1103,152224,Cancelled,2022-02-01,2022-02-02,1,86,,1594,338,2022-02-01
1291,160056,Stayed,2022-02-02,2022-02-03,1,81,,2729,578,2022-02-01
1102,160269,Stayed,2022-02-01,2022-02-02,1,86,,1594,338,2022-02-01
1680,180438,Cancelled,2022-02-04,2022-02-05,1,703,,2989,633,2022-02-01
1893,185526,Stayed,2022-02-01,2022-02-02,1,663,,2558,541,2022-02-01
1894,185526,Cancelled,2022-02-01,2022-02-02,1,663,,2226,565,2022-02-01
1456,187982,Stayed,2022-02-03,2022-02-04,1,449,,2331,513,2022-02-01
1702,197147,Cancelled,2022-02-03,2022-02-05,2,628,,8991,2283,2022-02-01
1530,1731,Stayed,2022-02-02,2022-02-03,1,399,,1819,385,2022-02-02
1517,10757,Cancelled,2022-02-04,2022-02-05,1,515,,3184,673,2022-02-02
1699,16812,Cancelled,2022-02-07,2022-02-08,1,628,,1392,295,2022-02-02
1312,20597,Stayed,2022-02-02,2022-02-05,1,135,,8576,1887,2022-02-02
